FECHA;ID TIME;y
2022-07-05;14:00:00;5
2022-07-05;14:20:00;1
2022-07-05;14:40:00;7
2022-07-05;15:00:00;13
2022-07-05;15:20:00;4
2022-07-05;15:40:00;5
2022-07-05;16:00:00;15
2022-07-05;16:20:00;4
2022-07-05;16:40:00;6
2022-07-05;17:00:00;20
2022-07-05;17:20:00;17
2022-07-05;17:40:00;8
2022-07-05;18:00:00;21
2022-07-05;18:20:00;6
2022-07-05;18:40:00;4
2022-07-05;19:00:00;6
2022-07-05;19:20:00;2
2022-07-05;19:40:00;2
2022-07-05;20:00:00;5
2022-07-05;20:20:00;5
2022-07-05;20:40:00;2
2022-07-05;21:00:00;3
2022-07-05;21:20:00;4
2022-07-05;21:40:00;1
2022-07-05;22:00:00;6
2022-07-05;22:40:00;2
2022-07-05;23:00:00;2
2022-07-05;23:20:00;1
2022-07-06;00:00:00;2
2022-07-06;00:20:00;1
2022-07-06;00:40:00;1
2022-07-06;01:00:00;2
2022-07-06;02:00:00;6
2022-07-06;02:40:00;3
2022-07-06;04:20:00;5
2022-07-06;04:40:00;1
2022-07-06;05:00:00;4
2022-07-06;05:20:00;3
2022-07-06;06:00:00;10
2022-07-06;06:20:00;6
2022-07-06;06:40:00;4
2022-07-06;07:00:00;7
2022-07-06;07:20:00;12
2022-07-06;07:40:00;8
2022-07-06;08:00:00;16
2022-07-06;08:20:00;7
2022-07-06;08:40:00;16
2022-07-06;09:00:00;3
2022-07-06;09:20:00;10
2022-07-06;09:40:00;10
2022-07-06;10:00:00;12
2022-07-06;10:20:00;4
2022-07-06;10:40:00;5
2022-07-06;11:00:00;5
2022-07-06;11:20:00;5
2022-07-06;11:40:00;5
2022-07-06;12:00:00;7
2022-07-06;12:20:00;7
2022-07-06;12:40:00;6
2022-07-06;13:00:00;9
2022-07-06;13:20:00;4
2022-07-06;14:00:00;10
2022-07-06;14:20:00;2
2022-07-06;14:40:00;1
2022-07-06;15:00:00;15
2022-07-06;15:20:00;4
2022-07-06;15:40:00;5
2022-07-06;16:00:00;12
2022-07-06;16:20:00;6
2022-07-06;16:40:00;4
2022-07-06;17:00:00;21
2022-07-06;17:20:00;17
2022-07-06;17:40:00;4
2022-07-06;18:00:00;23
2022-07-06;18:20:00;2
2022-07-06;18:40:00;1
2022-07-06;19:00:00;8
2022-07-06;19:20:00;2
2022-07-06;19:40:00;1
2022-07-06;20:00:00;2
2022-07-06;20:20:00;5
2022-07-06;21:00:00;4
2022-07-06;21:20:00;4
2022-07-06;21:40:00;1
2022-07-06;22:00:00;2
2022-07-06;22:20:00;1
2022-07-06;22:40:00;1
2022-07-07;00:00:00;1
2022-07-07;00:20:00;1
2022-07-07;00:40:00;1
2022-07-07;01:00:00;1
2022-07-07;02:00:00;6
2022-07-07;02:40:00;3
2022-07-07;04:00:00;1
2022-07-07;04:20:00;5
2022-07-07;04:40:00;3
2022-07-07;05:00:00;5
2022-07-07;05:20:00;3
2022-07-07;06:00:00;8
2022-07-07;06:20:00;3
2022-07-07;06:40:00;4
2022-07-07;07:00:00;6
2022-07-07;07:20:00;6
2022-07-07;07:40:00;11
2022-07-07;08:00:00;16
2022-07-07;08:20:00;7
2022-07-07;08:40:00;4
2022-07-07;09:00:00;4
2022-07-07;09:20:00;6
2022-07-07;09:40:00;2
2022-07-07;10:00:00;3
2022-07-07;10:20:00;6
2022-07-07;10:40:00;2
2022-07-07;11:00:00;9
2022-07-07;11:20:00;5
2022-07-07;11:40:00;4
2022-07-07;12:00:00;10
2022-07-07;12:20:00;12
2022-07-07;12:40:00;5
2022-07-07;13:00:00;2
2022-07-07;13:20:00;7
2022-07-07;13:40:00;3
2022-07-07;14:00:00;9
2022-07-07;14:20:00;7
2022-07-07;14:40:00;3
2022-07-07;15:00:00;15
2022-07-07;15:20:00;3
2022-07-07;15:40:00;7
2022-07-07;16:00:00;9
2022-07-07;16:20:00;6
2022-07-07;16:40:00;6
2022-07-07;17:00:00;13
2022-07-07;17:20:00;7
2022-07-07;17:40:00;6
2022-07-07;18:00:00;18
2022-07-07;18:20:00;8
2022-07-07;18:40:00;5
2022-07-07;19:00:00;8
2022-07-07;19:20:00;4
2022-07-07;19:40:00;2
2022-07-07;20:00:00;10
2022-07-07;20:20:00;6
2022-07-07;20:40:00;1
2022-07-07;21:00:00;8
2022-07-07;21:20:00;5
2022-07-07;21:40:00;1
2022-07-07;22:00:00;4
2022-07-07;22:40:00;2
2022-07-07;23:00:00;1
2022-07-08;00:00:00;2
2022-07-08;00:20:00;1
2022-07-08;01:00:00;1
2022-07-08;01:40:00;1
2022-07-08;02:00:00;7
2022-07-08;02:40:00;2
2022-07-08;04:20:00;4
2022-07-08;04:40:00;2
2022-07-08;05:00:00;5
2022-07-08;05:20:00;1
2022-07-08;06:00:00;10
2022-07-08;06:20:00;4
2022-07-08;06:40:00;8
2022-07-08;07:00:00;11
2022-07-08;07:20:00;8
2022-07-08;07:40:00;7
2022-07-08;08:00:00;11
2022-07-08;08:20:00;8
2022-07-08;08:40:00;4
2022-07-08;09:00:00;5
2022-07-08;09:20:00;3
2022-07-08;09:40:00;6
2022-07-08;10:00:00;9
2022-07-08;10:20:00;3
2022-07-08;10:40:00;5
2022-07-08;11:00:00;4
2022-07-08;11:20:00;4
2022-07-08;11:40:00;6
2022-07-08;12:00:00;7
2022-07-08;12:20:00;8
2022-07-08;12:40:00;1
2022-07-08;13:00:00;6
2022-07-08;13:20:00;4
2022-07-08;13:40:00;1
2022-07-08;14:00:00;10
2022-07-08;14:20:00;1
2022-07-08;14:40:00;5
2022-07-08;15:00:00;20
2022-07-08;15:20:00;6
2022-07-08;15:40:00;4
2022-07-08;16:00:00;7
2022-07-08;16:20:00;4
2022-07-08;16:40:00;4
2022-07-08;17:00:00;12
2022-07-08;17:20:00;8
2022-07-08;17:40:00;2
2022-07-08;18:00:00;13
2022-07-08;18:20:00;5
2022-07-08;18:40:00;1
2022-07-08;19:00:00;2
2022-07-08;19:20:00;4
2022-07-08;20:00:00;4
2022-07-08;20:20:00;3
2022-07-08;20:40:00;3
2022-07-08;21:00:00;3
2022-07-08;21:20:00;5
2022-07-08;22:00:00;3
2022-07-08;22:20:00;2
2022-07-08;22:40:00;1
2022-07-08;23:00:00;2
2022-07-09;00:20:00;1
2022-07-09;00:40:00;1
2022-07-09;01:00:00;1
2022-07-09;02:00:00;3
2022-07-09;02:20:00;1
2022-07-09;02:40:00;1
2022-07-09;04:20:00;4
2022-07-09;04:40:00;1
2022-07-09;05:00:00;6
2022-07-09;05:20:00;4
2022-07-09;06:00:00;5
2022-07-09;06:20:00;3
2022-07-09;06:40:00;1
2022-07-09;07:20:00;2
2022-07-09;09:00:00;1
2022-07-09;09:20:00;2
2022-07-09;09:40:00;2
2022-07-09;11:20:00;1
2022-07-09;12:00:00;2
2022-07-09;12:20:00;2
2022-07-09;12:40:00;1
2022-07-09;13:00:00;1
2022-07-09;13:20:00;1
2022-07-09;13:40:00;2
2022-07-09;14:00:00;6
2022-07-09;14:40:00;1
2022-07-09;15:00:00;8
2022-07-09;16:00:00;1
2022-07-09;17:20:00;1
2022-07-09;18:00:00;6
2022-07-09;18:40:00;1
2022-07-09;20:20:00;2
2022-07-09;21:00:00;1
2022-07-09;21:20:00;3
2022-07-09;21:40:00;1
2022-07-09;22:00:00;3
2022-07-10;01:00:00;1
2022-07-10;01:20:00;1
2022-07-10;02:00:00;3
2022-07-10;04:00:00;1
2022-07-10;05:00:00;3
2022-07-10;05:20:00;4
2022-07-10;06:00:00;5
2022-07-10;07:00:00;1
2022-07-10;07:40:00;1
2022-07-10;08:40:00;1
2022-07-10;10:00:00;1
2022-07-10;10:20:00;1
2022-07-10;11:00:00;1
2022-07-10;11:40:00;1
2022-07-10;12:20:00;1
2022-07-10;13:00:00;3
2022-07-10;13:20:00;3
2022-07-10;14:00:00;6
2022-07-10;14:20:00;1
2022-07-10;17:00:00;2
2022-07-10;17:20:00;1
2022-07-10;18:00:00;2
2022-07-10;18:20:00;2
2022-07-10;20:20:00;1
2022-07-10;20:40:00;2
2022-07-10;21:20:00;2
2022-07-10;22:00:00;2
2022-07-10;23:00:00;1
2022-07-11;03:00:00;1
2022-07-11;03:20:00;3
2022-07-11;03:40:00;1
2022-07-11;04:00:00;1
2022-07-11;04:20:00;3
2022-07-11;04:40:00;2
2022-07-11;05:00:00;10
2022-07-11;05:20:00;5
2022-07-11;05:40:00;3
2022-07-11;06:00:00;3
2022-07-11;06:20:00;8
2022-07-11;06:40:00;2
2022-07-11;07:00:00;4
2022-07-11;07:20:00;5
2022-07-11;07:40:00;8
2022-07-11;08:00:00;12
2022-07-11;08:20:00;7
2022-07-11;08:40:00;4
2022-07-11;09:00:00;4
2022-07-11;09:20:00;3
2022-07-11;09:40:00;3
2022-07-11;10:00:00;6
2022-07-11;10:20:00;4
2022-07-11;10:40:00;3
2022-07-11;11:00:00;5
2022-07-11;11:20:00;2
2022-07-11;11:40:00;1
2022-07-11;12:00:00;6
2022-07-11;12:20:00;7
2022-07-11;12:40:00;3
2022-07-11;13:00:00;6
2022-07-11;13:20:00;4
2022-07-11;13:40:00;1
2022-07-11;14:00:00;13
2022-07-11;14:20:00;4
2022-07-11;14:40:00;1
2022-07-11;15:00:00;6
2022-07-11;15:20:00;5
2022-07-11;15:40:00;4
2022-07-11;16:00:00;5
2022-07-11;16:20:00;3
2022-07-11;16:40:00;3
2022-07-11;17:00:00;11
2022-07-11;17:20:00;11
2022-07-11;17:40:00;5
2022-07-11;18:00:00;16
2022-07-11;18:20:00;4
2022-07-11;18:40:00;5
2022-07-11;19:00:00;4
2022-07-11;19:20:00;1
2022-07-11;19:40:00;1
2022-07-11;20:00:00;4
2022-07-11;20:20:00;2
2022-07-11;20:40:00;3
2022-07-11;21:00:00;4
2022-07-11;21:20:00;2
2022-07-11;21:40:00;3
2022-07-11;22:00:00;2
2022-07-11;22:20:00;1
2022-07-11;22:40:00;3
2022-07-11;23:00:00;1
2022-07-12;00:20:00;1
2022-07-12;00:40:00;7
2022-07-12;01:00:00;1
2022-07-12;01:20:00;1
2022-07-12;02:00:00;6
2022-07-12;04:00:00;1
2022-07-12;04:20:00;3
2022-07-12;04:40:00;2
2022-07-12;05:00:00;4
2022-07-12;05:20:00;1
2022-07-12;06:00:00;5
2022-07-12;06:20:00;4
2022-07-12;06:40:00;3
2022-07-12;07:00:00;6
2022-07-12;07:20:00;8
2022-07-12;07:40:00;4
2022-07-12;08:00:00;9
2022-07-12;08:20:00;10
2022-07-12;08:40:00;3
2022-07-12;09:00:00;6
2022-07-12;09:20:00;9
2022-07-12;09:40:00;4
2022-07-12;10:00:00;10
2022-07-12;10:20:00;4
2022-07-12;10:40:00;2
2022-07-12;11:00:00;3
2022-07-12;11:20:00;3
2022-07-12;11:40:00;2
2022-07-12;12:00:00;3
2022-07-12;12:20:00;7
2022-07-12;12:40:00;3
2022-07-12;13:00:00;5
2022-07-12;13:20:00;4
2022-07-12;14:00:00;14
2022-07-12;14:20:00;6
2022-07-12;14:40:00;1
2022-07-12;15:00:00;9
2022-07-12;15:20:00;3
2022-07-12;15:40:00;2
2022-07-12;16:00:00;5
2022-07-12;16:20:00;6
2022-07-12;16:40:00;3
2022-07-12;17:00:00;15
2022-07-12;17:20:00;9
2022-07-12;17:40:00;4
2022-07-12;18:00:00;21
2022-07-12;18:20:00;4
2022-07-12;18:40:00;2
2022-07-12;19:00:00;5
2022-07-12;19:20:00;5
2022-07-12;19:40:00;3
2022-07-12;20:00:00;4
2022-07-12;20:40:00;6
2022-07-12;21:00:00;6
2022-07-12;21:20:00;1
2022-07-12;21:40:00;2
2022-07-12;22:00:00;4
2022-07-12;22:20:00;1
2022-07-12;22:40:00;1
2022-07-12;23:00:00;1
2022-07-12;23:20:00;2
2022-07-12;23:40:00;1
2022-07-13;00:40:00;8
2022-07-13;01:00:00;2
2022-07-13;01:20:00;1
2022-07-13;02:00:00;6
2022-07-13;03:20:00;1
2022-07-13;04:20:00;3
2022-07-13;04:40:00;2
2022-07-13;05:00:00;5
2022-07-13;05:20:00;1
2022-07-13;05:40:00;1
2022-07-13;06:00:00;7
2022-07-13;06:20:00;5
2022-07-13;06:40:00;4
2022-07-13;07:00:00;6
2022-07-13;07:20:00;2
2022-07-13;07:40:00;6
2022-07-13;08:00:00;10
2022-07-13;08:20:00;6
2022-07-13;08:40:00;2
2022-07-13;09:00:00;1
2022-07-13;09:20:00;7
2022-07-13;09:40:00;4
2022-07-13;10:00:00;6
2022-07-13;10:20:00;4
2022-07-13;11:00:00;7
2022-07-13;11:20:00;5
2022-07-13;11:40:00;1
2022-07-13;12:00:00;4
2022-07-13;12:20:00;6
2022-07-13;12:40:00;2
2022-07-13;13:00:00;4
2022-07-13;13:20:00;3
2022-07-13;13:40:00;1
2022-07-13;14:00:00;12
2022-07-13;14:20:00;10
2022-07-13;14:40:00;1
2022-07-13;15:00:00;8
2022-07-13;15:20:00;3
2022-07-13;15:40:00;3
2022-07-13;16:00:00;5
2022-07-13;16:20:00;4
2022-07-13;16:40:00;6
2022-07-13;17:00:00;12
2022-07-13;17:20:00;14
2022-07-13;18:00:00;18
2022-07-13;18:20:00;2
2022-07-13;19:00:00;3
2022-07-13;19:20:00;6
2022-07-13;19:40:00;3
2022-07-13;20:00:00;2
2022-07-13;20:40:00;2
2022-07-13;21:00:00;7
2022-07-13;21:20:00;1
2022-07-13;21:40:00;1
2022-07-13;22:00:00;2
2022-07-13;22:40:00;1
2022-07-13;23:00:00;1
2022-07-13;23:20:00;1
2022-07-14;00:00:00;1
2022-07-14;00:40:00;7
2022-07-14;01:00:00;1
2022-07-14;01:20:00;2
2022-07-14;02:00:00;5
2022-07-14;02:20:00;1
2022-07-14;04:20:00;3
2022-07-14;04:40:00;2
2022-07-14;05:00:00;1
2022-07-14;05:20:00;1
2022-07-14;05:40:00;1
2022-07-14;06:00:00;9
2022-07-14;06:20:00;4
2022-07-14;06:40:00;3
2022-07-14;07:00:00;9
2022-07-14;07:20:00;5
2022-07-14;07:40:00;6
2022-07-14;08:00:00;16
2022-07-14;08:20:00;6
2022-07-14;08:40:00;2
2022-07-14;09:00:00;5
2022-07-14;09:20:00;9
2022-07-14;09:40:00;3
2022-07-14;10:00:00;5
2022-07-14;10:20:00;5
2022-07-14;10:40:00;5
2022-07-14;11:00:00;5
2022-07-14;11:20:00;5
2022-07-14;11:40:00;5
2022-07-14;12:00:00;2
2022-07-14;12:20:00;5
2022-07-14;12:40:00;1
2022-07-14;13:00:00;7
2022-07-14;13:20:00;6
2022-07-14;13:40:00;4
2022-07-14;14:00:00;12
2022-07-14;14:20:00;5
2022-07-14;14:40:00;1
2022-07-14;15:00:00;11
2022-07-14;15:20:00;3
2022-07-14;15:40:00;2
2022-07-14;16:00:00;8
2022-07-14;16:20:00;3
2022-07-14;16:40:00;4
2022-07-14;17:00:00;18
2022-07-14;17:20:00;18
2022-07-14;17:40:00;4
2022-07-14;18:00:00;18
2022-07-14;18:20:00;4
2022-07-14;18:40:00;3
2022-07-14;19:00:00;2
2022-07-14;19:20:00;6
2022-07-14;19:40:00;2
2022-07-14;20:00:00;5
2022-07-14;20:20:00;2
2022-07-14;20:40:00;2
2022-07-14;21:00:00;7
2022-07-14;21:40:00;1
2022-07-14;22:00:00;4
2022-07-14;22:40:00;1
2022-07-14;23:00:00;2
2022-07-14;23:40:00;2
2022-07-15;00:40:00;7
2022-07-15;01:00:00;1
2022-07-15;01:20:00;1
2022-07-15;02:00:00;5
2022-07-15;02:20:00;1
2022-07-15;04:20:00;3
2022-07-15;04:40:00;2
2022-07-15;05:00:00;1
2022-07-15;05:20:00;1
2022-07-15;06:00:00;7
2022-07-15;06:20:00;2
2022-07-15;06:40:00;4
2022-07-15;07:00:00;5
2022-07-15;07:20:00;3
2022-07-15;07:40:00;6
2022-07-15;08:00:00;3
2022-07-15;08:20:00;12
2022-07-15;08:40:00;3
2022-07-15;09:00:00;7
2022-07-15;09:20:00;8
2022-07-15;09:40:00;4
2022-07-15;10:00:00;9
2022-07-15;10:20:00;4
2022-07-15;10:40:00;5
2022-07-15;11:00:00;5
2022-07-15;11:20:00;7
2022-07-15;11:40:00;3
2022-07-15;12:00:00;2
2022-07-15;12:20:00;6
2022-07-15;12:40:00;3
2022-07-15;13:00:00;3
2022-07-15;13:20:00;2
2022-07-15;13:40:00;1
2022-07-15;14:00:00;11
2022-07-15;14:20:00;5
2022-07-15;15:00:00;12
2022-07-15;15:20:00;5
2022-07-15;15:40:00;7
2022-07-15;16:00:00;5
2022-07-15;16:20:00;5
2022-07-15;16:40:00;5
2022-07-15;17:00:00;10
2022-07-15;17:20:00;10
2022-07-15;17:40:00;2
2022-07-15;18:00:00;15
2022-07-15;18:20:00;4
2022-07-15;18:40:00;1
2022-07-15;19:00:00;5
2022-07-15;19:20:00;4
2022-07-15;20:00:00;2
2022-07-15;20:20:00;3
2022-07-15;20:40:00;3
2022-07-15;21:00:00;9
2022-07-15;21:20:00;5
2022-07-15;21:40:00;1
2022-07-15;22:00:00;3
2022-07-15;22:20:00;1
2022-07-15;22:40:00;1
2022-07-15;23:00:00;1
2022-07-15;23:20:00;4
2022-07-15;23:40:00;1
2022-07-16;00:20:00;1
2022-07-16;00:40:00;7
2022-07-16;02:00:00;5
2022-07-16;02:20:00;6
2022-07-16;04:20:00;3
2022-07-16;04:40:00;4
2022-07-16;05:20:00;1
2022-07-16;06:00:00;5
2022-07-16;06:20:00;1
2022-07-16;06:40:00;3
2022-07-16;07:00:00;4
2022-07-16;07:20:00;1
2022-07-16;07:40:00;2
2022-07-16;08:00:00;1
2022-07-16;08:20:00;2
2022-07-16;08:40:00;1
2022-07-16;09:00:00;2
2022-07-16;09:20:00;1
2022-07-16;09:40:00;1
2022-07-16;10:00:00;3
2022-07-16;11:00:00;3
2022-07-16;11:20:00;1
2022-07-16;12:00:00;3
2022-07-16;12:20:00;2
2022-07-16;12:40:00;1
2022-07-16;13:00:00;7
2022-07-16;13:20:00;6
2022-07-16;14:00:00;3
2022-07-16;14:20:00;4
2022-07-16;14:40:00;1
2022-07-16;15:00:00;4
2022-07-16;15:40:00;3
2022-07-16;16:00:00;5
2022-07-16;16:20:00;4
2022-07-16;16:40:00;2
2022-07-16;17:00:00;7
2022-07-16;17:20:00;4
2022-07-16;17:40:00;3
2022-07-16;18:00:00;9
2022-07-16;19:00:00;1
2022-07-16;19:20:00;3
2022-07-16;20:00:00;2
2022-07-16;20:20:00;1
2022-07-16;21:00:00;4
2022-07-16;21:20:00;2
2022-07-16;22:00:00;7
2022-07-17;00:00:00;1
2022-07-17;04:00:00;1
2022-07-17;04:20:00;2
2022-07-17;05:00:00;1
2022-07-17;05:20:00;4
2022-07-17;06:00:00;4
2022-07-17;06:20:00;1
2022-07-17;07:00:00;3
2022-07-17;07:20:00;1
2022-07-17;08:20:00;2
2022-07-17;10:00:00;2
2022-07-17;10:20:00;1
2022-07-17;11:00:00;1
2022-07-17;12:00:00;1
2022-07-17;12:40:00;1
2022-07-17;13:00:00;4
2022-07-17;13:20:00;4
2022-07-17;14:00:00;3
2022-07-17;16:00:00;3
2022-07-17;16:20:00;1
2022-07-17;16:40:00;1
2022-07-17;17:00:00;4
2022-07-17;17:20:00;1
2022-07-17;18:00:00;4
2022-07-17;18:20:00;1
2022-07-17;19:20:00;1
2022-07-17;21:00:00;2
2022-07-17;21:20:00;3
2022-07-17;22:00:00;5
2022-07-17;22:20:00;1
2022-07-17;23:00:00;1
2022-07-18;00:40:00;1
2022-07-18;01:00:00;1
2022-07-18;02:00:00;2
2022-07-18;03:20:00;2
2022-07-18;03:40:00;1
2022-07-18;04:20:00;1
2022-07-18;04:40:00;1
2022-07-18;05:00:00;1
2022-07-18;05:20:00;2
2022-07-18;06:00:00;11
2022-07-18;06:20:00;12
2022-07-18;06:40:00;5
2022-07-18;07:00:00;7
2022-07-18;07:20:00;5
2022-07-18;07:40:00;5
2022-07-18;08:00:00;9
2022-07-18;08:20:00;3
2022-07-18;08:40:00;8
2022-07-18;09:00:00;4
2022-07-18;09:20:00;6
2022-07-18;09:40:00;4
2022-07-18;10:00:00;9
2022-07-18;10:20:00;7
2022-07-18;10:40:00;2
2022-07-18;11:00:00;3
