ds;y
2022-7-19 6:40:0;2
2022-7-19 6:50:0;1
2022-7-19 7:0:0;10
2022-7-19 7:10:0;2
2022-7-19 7:20:0;3
2022-7-19 7:30:0;4
2022-7-19 7:40:0;4
2022-7-19 7:50:0;3
2022-7-19 8:0:0;11
2022-7-19 8:10:0;1
2022-7-19 8:20:0;4
2022-7-19 8:30:0;5
2022-7-19 8:40:0;1
2022-7-19 8:50:0;3
2022-7-19 9:0:0;5
2022-7-19 9:10:0;4
2022-7-19 9:20:0;3
2022-7-19 9:40:0;1
2022-7-19 9:50:0;2
2022-7-19 9:7:0;1
2022-7-2 0:0:0;1
2022-7-2 0:10:0;3
2022-7-2 0:20:0;3
2022-7-2 0:50:0;6
2022-7-2 1:0:0;1
2022-7-2 1:20:0;1
2022-7-2 1:50:0;1
2022-7-2 10:0:0;1
2022-7-2 10:10:0;1
2022-7-2 10:30:0;1
2022-7-2 11:0:0;3
2022-7-2 11:30:0;1
2022-7-2 11:50:0;1
2022-7-2 12:0:0;4
2022-7-2 12:20:0;1
2022-7-2 13:0:0;4
2022-7-2 13:20:0;1
2022-7-2 13:30:0;1
2022-7-2 14:0:0;4
2022-7-2 14:10:0;5
2022-7-2 14:20:0;2
2022-7-2 14:40:0;1
2022-7-2 14:50:0;3
2022-7-2 15:0:0;1
2022-7-2 15:10:0;3
2022-7-2 15:40:0;2
2022-7-2 15:50:0;2
2022-7-2 16:0:0;3
2022-7-2 16:10:0;2
2022-7-2 16:20:0;1
2022-7-2 16:30:0;2
2022-7-2 16:40:0;1
2022-7-2 16:50:0;3
2022-7-2 17:10:0;1
2022-7-2 17:30:0;3
2022-7-2 17:40:0;1
2022-7-2 17:50:0;1
2022-7-2 18:0:0;10
2022-7-2 18:10:0;2
2022-7-2 18:30:0;1
2022-7-2 18:40:0;1
2022-7-2 19:0:0;1
2022-7-2 19:10:0;1
2022-7-2 19:40:0;1
2022-7-2 19:50:0;1
2022-7-2 2:0:0;4
2022-7-2 2:50:0;1
2022-7-2 20:0:0;1
2022-7-2 20:10:0;1
2022-7-2 20:30:0;1
2022-7-2 20:40:0;1
2022-7-2 21:0:0;1
2022-7-2 21:20:0;1
2022-7-2 21:30:0;2
2022-7-2 22:0:0;3
2022-7-2 22:10:0;8
2022-7-2 3:20:0;1
2022-7-2 4:10:0;1
2022-7-2 4:30:0;1
2022-7-2 4:40:0;2
2022-7-2 4:50:0;1
2022-7-2 5:30:0;2
2022-7-2 6:10:0;2
2022-7-2 6:50:0;1
2022-7-2 7:10:0;1
2022-7-2 7:30:0;3
2022-7-2 8:0:0;2
2022-7-2 8:30:0;4
2022-7-2 9:0:0;2
2022-7-2 9:20:0;1
2022-7-2 9:30:0;2
2022-7-20 0:0:0;3
2022-7-20 0:10:0;2
2022-7-20 0:30:0;1
2022-7-20 0:50:0;1
2022-7-20 1:0:0;1
2022-7-20 10:0:0;5
2022-7-20 10:10:0;2
2022-7-20 10:20:0;1
2022-7-20 10:30:0;4
2022-7-20 10:40:0;5
2022-7-20 10:50:0;2
2022-7-20 11:0:0;8
2022-7-20 11:10:0;1
2022-7-20 11:20:0;2
2022-7-20 11:30:0;3
2022-7-20 11:40:0;2
2022-7-20 11:50:0;2
2022-7-20 12:0:0;2
2022-7-20 12:10:0;2
2022-7-20 12:20:0;4
2022-7-20 12:30:0;6
2022-7-20 12:40:0;5
2022-7-20 12:50:0;3
2022-7-20 13:0:0;5
2022-7-20 13:10:0;3
2022-7-20 13:20:0;3
2022-7-20 13:30:0;4
2022-7-20 13:40:0;2
2022-7-20 13:50:0;2
2022-7-20 14:0:0;8
2022-7-20 14:10:0;1
2022-7-20 14:20:0;6
2022-7-20 14:30:0;2
2022-7-20 14:40:0;2
2022-7-20 14:53:0;1
2022-7-20 15:0:0;1
2022-7-20 15:10:0;2
2022-7-20 15:20:0;3
2022-7-20 15:30:0;2
2022-7-20 15:31:0;1
2022-7-20 15:40:0;2
2022-7-20 15:50:0;1
2022-7-20 16:0:0;11
2022-7-20 16:10:0;2
2022-7-20 16:20:0;1
2022-7-20 16:30:0;8
2022-7-20 16:40:0;3
2022-7-20 16:50:0;2
2022-7-20 17:0:0;11
2022-7-20 17:10:0;3
2022-7-20 17:20:0;6
2022-7-20 17:30:0;10
2022-7-20 17:40:0;1
2022-7-20 17:50:0;2
2022-7-20 18:0:0;22
2022-7-20 18:10:0;4
2022-7-20 18:30:0;6
2022-7-20 18:40:0;1
2022-7-20 19:0:0;10
2022-7-20 19:10:0;2
2022-7-20 19:20:0;1
2022-7-20 19:30:0;2
2022-7-20 19:50:0;1
2022-7-20 2:0:0;6
2022-7-20 20:0:0;2
2022-7-20 20:10:0;1
2022-7-20 20:30:0;3
2022-7-20 20:40:0;1
2022-7-20 21:0:0;3
2022-7-20 21:10:0;2
2022-7-20 21:20:0;1
2022-7-20 21:30:0;1
2022-7-20 21:40:0;6
2022-7-20 22:0:0;1
2022-7-20 22:10:0;2
2022-7-20 22:40:0;1
2022-7-20 23:50:0;1
2022-7-20 3:0:0;2
2022-7-20 3:30:0;2
2022-7-20 4:20:0;1
2022-7-20 4:40:0;2
2022-7-20 4:50:0;1
2022-7-20 5:0:0;1
2022-7-20 5:10:0;2
2022-7-20 5:30:0;1
2022-7-20 6:0:0;8
2022-7-20 6:10:0;3
2022-7-20 6:20:0;2
2022-7-20 6:30:0;6
2022-7-20 6:40:0;4
2022-7-20 6:50:0;1
2022-7-20 7:0:0;8
2022-7-20 7:10:0;4
2022-7-20 7:30:0;5
2022-7-20 7:40:0;4
2022-7-20 7:50:0;5
2022-7-20 8:0:0;12
2022-7-20 8:10:0;5
2022-7-20 8:20:0;3
2022-7-20 8:30:0;4
2022-7-20 8:40:0;2
2022-7-20 8:50:0;5
2022-7-20 9:0:0;2
2022-7-20 9:10:0;3
2022-7-20 9:20:0;3
2022-7-20 9:30:0;4
2022-7-20 9:40:0;1
2022-7-21 0:10:0;1
2022-7-21 0:30:0;1
2022-7-21 10:0:0;4
2022-7-21 10:10:0;2
2022-7-21 10:20:0;2
2022-7-21 10:30:0;4
2022-7-21 10:40:0;1
2022-7-21 10:50:0;3
2022-7-21 11:0:0;5
2022-7-21 11:20:0;4
2022-7-21 11:30:0;2
2022-7-21 11:40:0;1
2022-7-21 11:50:0;2
2022-7-21 12:0:0;4
2022-7-21 12:10:0;1
2022-7-21 12:20:0;1
2022-7-21 12:30:0;6
2022-7-21 12:40:0;3
2022-7-21 13:0:0;1
2022-7-21 13:10:0;2
2022-7-21 13:30:0;4
2022-7-21 13:40:0;1
2022-7-21 14:0:0;5
2022-7-21 14:10:0;1
2022-7-21 14:20:0;2
2022-7-21 14:30:0;5
2022-7-21 14:40:0;2
2022-7-21 14:50:0;1
2022-7-21 15:0:0;6
2022-7-21 15:10:0;1
2022-7-21 15:20:0;2
2022-7-21 15:30:0;2
2022-7-21 15:40:0;1
2022-7-21 15:50:0;1
2022-7-21 16:0:0;11
2022-7-21 16:10:0;2
2022-7-21 16:20:0;3
2022-7-21 16:30:0;2
2022-7-21 16:40:0;3
2022-7-21 16:50:0;2
2022-7-21 17:0:0;16
2022-7-21 17:10:0;3
2022-7-21 17:20:0;3
2022-7-21 17:30:0;9
2022-7-21 17:40:0;2
2022-7-21 18:0:0;19
2022-7-21 18:10:0;2
2022-7-21 18:20:0;3
2022-7-21 18:30:0;5
2022-7-21 18:40:0;1
2022-7-21 18:50:0;4
2022-7-21 19:0:0;6
2022-7-21 19:2:0;1
2022-7-21 19:20:0;2
2022-7-21 19:30:0;3
2022-7-21 19:50:0;2
2022-7-21 2:0:0;6
2022-7-21 20:0:0;4
2022-7-21 20:10:0;3
2022-7-21 20:20:0;1
2022-7-21 20:30:0;5
2022-7-21 20:40:0;3
2022-7-21 20:51:0;1
2022-7-21 21:0:0;4
2022-7-21 21:10:0;1
2022-7-21 21:20:0;2
2022-7-21 21:30:0;1
2022-7-21 21:40:0;1
2022-7-21 22:0:0;2
2022-7-21 22:10:0;2
2022-7-21 22:30:0;1
2022-7-21 22:40:0;1
2022-7-21 23:10:0;1
2022-7-21 23:30:0;2
2022-7-21 23:50:0;1
2022-7-21 4:30:0;1
2022-7-21 4:50:0;2
2022-7-21 5:20:0;2
2022-7-21 5:30:0;1
2022-7-21 5:40:0;2
2022-7-21 6:0:0;8
2022-7-21 6:10:0;3
2022-7-21 6:20:0;1
2022-7-21 6:30:0;5
2022-7-21 6:40:0;2
2022-7-21 7:0:0;4
2022-7-21 7:10:0;4
2022-7-21 7:20:0;1
2022-7-21 7:30:0;4
2022-7-21 7:40:0;6
2022-7-21 7:50:0;4
2022-7-21 8:0:0;10
2022-7-21 8:10:0;3
2022-7-21 8:20:0;6
2022-7-21 8:30:0;4
2022-7-21 8:40:0;4
2022-7-21 8:50:0;4
2022-7-21 9:0:0;5
2022-7-21 9:10:0;3
2022-7-21 9:20:0;3
2022-7-21 9:30:0;8
2022-7-21 9:50:0;2
2022-7-22 0:0:0;1
2022-7-22 0:30:0;1
2022-7-22 1:0:0;1
2022-7-22 10:0:0;4
2022-7-22 10:1:0;1
2022-7-22 10:10:0;3
2022-7-22 10:20:0;1
2022-7-22 10:30:0;4
2022-7-22 10:40:0;3
2022-7-22 11:0:0;5
2022-7-22 11:10:0;2
2022-7-22 11:20:0;1
2022-7-22 11:30:0;4
2022-7-22 11:40:0;1
2022-7-22 11:50:0;3
2022-7-22 12:0:0;5
2022-7-22 12:10:0;2
2022-7-22 12:20:0;2
2022-7-22 12:30:0;5
2022-7-22 12:40:0;1
2022-7-22 12:50:0;2
2022-7-22 13:0:0;5
2022-7-22 13:10:0;3
2022-7-22 13:24:0;1
2022-7-22 13:40:0;3
2022-7-22 14:0:0;8
2022-7-22 14:10:0;2
2022-7-22 14:16:0;1
2022-7-22 14:30:0;2
2022-7-22 14:40:0;3
2022-7-22 15:0:0;7
2022-7-22 15:20:0;2
2022-7-22 15:30:0;2
2022-7-22 15:50:0;3
2022-7-22 16:0:0;10
2022-7-22 16:20:0;2
2022-7-22 16:30:0;4
2022-7-22 16:39:0;1
2022-7-22 16:50:0;1
2022-7-22 16:54:0;1
2022-7-22 17:0:0;12
2022-7-22 17:10:0;5
2022-7-22 17:20:0;2
2022-7-22 17:30:0;6
2022-7-22 17:40:0;4
2022-7-22 17:50:0;1
2022-7-22 18:0:0;18
2022-7-22 18:10:0;2
2022-7-22 18:20:0;2
2022-7-22 18:30:0;3
2022-7-22 18:40:0;1
2022-7-22 18:50:0;1
2022-7-22 19:0:0;1
2022-7-22 19:10:0;1
2022-7-22 19:20:0;1
2022-7-22 19:30:0;2
2022-7-22 19:50:0;2
2022-7-22 2:0:0;2
2022-7-22 20:0:0;2
2022-7-22 20:10:0;2
2022-7-22 20:30:0;3
2022-7-22 21:0:0;4
2022-7-22 21:20:0;1
2022-7-22 21:30:0;1
2022-7-22 22:0:0;1
2022-7-22 22:20:0;2
2022-7-22 22:40:0;1
2022-7-22 22:50:0;1
2022-7-22 23:0:0;2
2022-7-22 3:0:0;1
2022-7-22 4:30:0;1
2022-7-22 4:40:0;1
2022-7-22 5:20:0;2
2022-7-22 5:40:0;2
2022-7-22 6:0:0;8
2022-7-22 6:10:0;1
2022-7-22 6:20:0;2
2022-7-22 6:30:0;1
2022-7-22 6:40:0;6
2022-7-22 7:0:0;8
2022-7-22 7:10:0;3
2022-7-22 7:20:0;3
2022-7-22 7:30:0;5
2022-7-22 7:40:0;3
2022-7-22 7:50:0;4
2022-7-22 8:0:0;9
2022-7-22 8:10:0;5
2022-7-22 8:20:0;3
2022-7-22 8:30:0;10
2022-7-22 8:40:0;1
2022-7-22 8:50:0;3
2022-7-22 9:0:0;4
2022-7-22 9:10:0;2
2022-7-22 9:20:0;2
2022-7-22 9:30:0;2
2022-7-22 9:40:0;2
2022-7-23 0:10:0;1
2022-7-23 10:0:0;7
2022-7-23 10:10:0;1
2022-7-23 10:40:0;2
2022-7-23 11:0:0;2
2022-7-23 11:10:0;1
2022-7-23 11:20:0;1
2022-7-23 11:30:0;1
2022-7-23 11:40:0;2
2022-7-23 11:50:0;2
2022-7-23 11:52:0;1
2022-7-23 12:0:0;5
2022-7-23 12:10:0;1
2022-7-23 12:20:0;3
2022-7-23 12:30:0;2
2022-7-23 12:40:0;1
2022-7-23 13:0:0;2
2022-7-23 13:30:0;2
2022-7-23 13:50:0;3
2022-7-23 14:0:0;3
2022-7-23 14:10:0;2
2022-7-23 14:20:0;1
2022-7-23 14:30:0;3
2022-7-23 14:50:0;1
2022-7-23 15:0:0;2
2022-7-23 15:30:0;1
2022-7-23 15:50:0;2
2022-7-23 16:0:0;2
2022-7-23 16:10:0;1
2022-7-23 16:30:0;1
2022-7-23 16:50:0;1
2022-7-23 17:0:0;6
2022-7-23 17:10:0;1
2022-7-23 17:20:0;2
2022-7-23 17:30:0;3
2022-7-23 18:0:0;9
2022-7-23 18:10:0;3
2022-7-23 18:20:0;1
2022-7-23 18:30:0;1
2022-7-23 18:40:0;1
2022-7-23 18:50:0;1
2022-7-23 19:0:0;1
2022-7-23 19:20:0;1
2022-7-23 19:30:0;2
2022-7-23 2:0:0;4
2022-7-23 20:0:0;1
2022-7-23 20:30:0;1
2022-7-23 21:0:0;1
2022-7-23 21:20:0;1
2022-7-23 21:30:0;2
2022-7-23 22:40:0;1
2022-7-23 3:0:0;2
2022-7-23 4:30:0;1
2022-7-23 4:50:0;1
2022-7-23 5:20:0;2
2022-7-23 5:30:0;1
2022-7-23 5:40:0;1
2022-7-23 6:0:0;6
2022-7-23 6:40:0;1
2022-7-23 6:50:0;1
2022-7-23 7:0:0;3
2022-7-23 7:30:0;2
2022-7-23 7:50:0;1
2022-7-23 8:0:0;2
2022-7-23 8:30:0;3
2022-7-23 8:40:0;1
2022-7-23 8:50:0;2
2022-7-23 9:0:0;3
2022-7-23 9:10:0;1
2022-7-23 9:17:0;1
2022-7-23 9:20:0;1
2022-7-23 9:30:0;2
2022-7-23 9:40:0;2
2022-7-23 9:50:0;1
2022-7-24 0:10:0;1
2022-7-24 10:0:0;2
2022-7-24 10:10:0;1
2022-7-24 10:30:0;1
2022-7-24 10:40:0;1
2022-7-24 11:0:0;1
2022-7-24 12:0:0;2
2022-7-24 12:20:0;1
2022-7-24 12:30:0;2
2022-7-24 12:50:0;1
2022-7-24 13:10:0;1
2022-7-24 13:20:0;3
2022-7-24 14:0:0;1
2022-7-24 14:10:0;1
2022-7-24 15:0:0;1
2022-7-24 16:0:0;1
2022-7-24 17:0:0;2
2022-7-24 17:30:0;2
2022-7-24 18:0:0;1
2022-7-24 18:10:0;2
2022-7-24 18:20:0;2
2022-7-24 18:30:0;1
2022-7-24 19:30:0;1
2022-7-24 19:40:0;1
2022-7-24 20:10:0;1
2022-7-24 20:30:0;1
2022-7-24 20:40:0;1
2022-7-24 21:0:0;1
2022-7-24 21:20:0;2
2022-7-24 21:30:0;2
2022-7-24 22:0:0;1
2022-7-24 22:10:0;1
2022-7-24 22:40:0;1
2022-7-24 23:0:0;1
2022-7-24 3:0:0;1
2022-7-24 4:10:0;1
2022-7-24 4:30:0;2
2022-7-24 5:10:0;2
2022-7-24 5:20:0;2
2022-7-24 5:30:0;3
2022-7-24 6:0:0;2
2022-7-24 7:50:0;1
2022-7-24 8:20:0;1
2022-7-24 8:30:0;1
2022-7-24 9:30:0;1
2022-7-25 0:10:0;1
2022-7-25 1:20:0;1
2022-7-25 1:40:0;1
2022-7-25 10:0:0;1
2022-7-25 10:10:0;3
2022-7-25 10:20:0;2
2022-7-25 10:30:0;2
2022-7-25 11:0:0;3
2022-7-25 11:10:0;3
2022-7-25 11:20:0;2
2022-7-25 11:30:0;3
2022-7-25 11:40:0;1
2022-7-25 11:50:0;2
2022-7-25 12:0:0;3
2022-7-25 12:10:0;4
2022-7-25 12:15:0;1
2022-7-25 12:20:0;4
2022-7-25 12:25:0;2
2022-7-25 12:30:0;4
2022-7-25 12:40:0;2
2022-7-25 12:50:0;2
2022-7-25 13:0:0;5
2022-7-25 13:2:0;1
2022-7-25 13:30:0;3
2022-7-25 13:40:0;2
2022-7-25 13:50:0;1
2022-7-25 14:0:0;5
2022-7-25 14:10:0;1
2022-7-25 14:30:0;3
2022-7-25 14:50:0;1
2022-7-25 15:0:0;3
2022-7-25 15:20:0;2
2022-7-25 15:30:0;2
2022-7-25 15:40:0;1
2022-7-25 16:0:0;6
2022-7-25 16:10:0;1
2022-7-25 16:20:0;1
2022-7-25 16:30:0;2
2022-7-25 16:40:0;2
2022-7-25 16:50:0;2
2022-7-25 17:0:0;7
2022-7-25 17:10:0;2
2022-7-25 17:20:0;2
2022-7-25 17:30:0;2
2022-7-25 17:40:0;3
2022-7-25 17:50:0;3
2022-7-25 18:0:0;20
2022-7-25 18:10:0;1
2022-7-25 18:30:0;3
2022-7-25 19:10:0;1
2022-7-25 19:40:0;1
2022-7-25 20:0:0;2
2022-7-25 20:10:0;1
2022-7-25 20:40:0;1
2022-7-25 21:0:0;1
2022-7-25 21:10:0;1
2022-7-25 21:20:0;1
2022-7-25 21:30:0;1
2022-7-25 21:50:0;2
2022-7-25 22:10:0;1
2022-7-25 22:30:0;2
2022-7-25 22:40:0;1
2022-7-25 22:50:0;2
2022-7-25 23:0:0;1
2022-7-25 23:10:0;1
2022-7-25 3:20:0;3
2022-7-25 3:30:0;2
2022-7-25 4:30:0;1
2022-7-25 4:40:0;2
2022-7-25 4:50:0;1
2022-7-25 5:10:0;4
2022-7-25 5:20:0;4
2022-7-25 5:30:0;4
2022-7-25 5:50:0;1
2022-7-25 6:0:0;6
2022-7-25 6:10:0;2
2022-7-25 6:20:0;3
2022-7-25 6:30:0;1
2022-7-25 6:40:0;5
2022-7-25 6:50:0;2
2022-7-25 7:0:0;6
2022-7-25 7:20:0;3
2022-7-25 7:30:0;5
2022-7-25 7:40:0;1
2022-7-25 7:50:0;5
2022-7-25 8:0:0;10
2022-7-25 8:10:0;2
2022-7-25 8:20:0;4
2022-7-25 8:30:0;6
2022-7-25 8:40:0;4
2022-7-25 8:50:0;5
2022-7-25 9:0:0;5
2022-7-25 9:10:0;1
2022-7-25 9:20:0;4
2022-7-25 9:30:0;3
2022-7-25 9:40:0;1
2022-7-25 9:50:0;2
2022-7-26 0:0:0;1
2022-7-26 0:10:0;1
2022-7-26 1:0:0;1
2022-7-26 10:0:0;6
2022-7-26 10:10:0;2
2022-7-26 10:30:0;2
2022-7-26 10:40:0;2
2022-7-26 10:50:0;1
2022-7-26 11:0:0;7
2022-7-26 11:10:0;1
2022-7-26 11:20:0;2
2022-7-26 11:30:0;3
2022-7-26 11:40:0;1
2022-7-26 11:50:0;1
2022-7-26 12:10:0;2
2022-7-26 12:2:0;1
2022-7-26 12:20:0;5
2022-7-26 12:30:0;4
2022-7-26 12:50:0;2
2022-7-26 12:58:0;1
2022-7-26 13:0:0;3
2022-7-26 13:30:0;4
2022-7-26 13:39:0;1
2022-7-26 13:4:0;1
2022-7-26 13:40:0;1
2022-7-26 14:0:0;6
2022-7-26 14:10:0;2
2022-7-26 14:30:0;3
2022-7-26 14:40:0;3
2022-7-26 14:53:0;1
2022-7-26 14:55:0;1
2022-7-26 14:56:0;1
2022-7-26 14:57:0;1
2022-7-26 15:0:0;3
2022-7-26 15:20:0;2
2022-7-26 15:3:0;1
2022-7-26 15:30:0;4
2022-7-26 15:36:0;1
2022-7-26 15:40:0;1
2022-7-26 16:0:0;8
2022-7-26 16:10:0;1
2022-7-26 16:20:0;1
2022-7-26 16:30:0;6
2022-7-26 16:40:0;1
2022-7-26 16:50:0;1
2022-7-26 17:0:0;11
2022-7-26 17:10:0;6
2022-7-26 17:11:0;1
2022-7-26 17:20:0;1
2022-7-26 17:30:0;6
2022-7-26 17:40:0;4
2022-7-26 17:50:0;2
2022-7-26 18:0:0;14
2022-7-26 18:10:0;2
2022-7-26 18:30:0;1
2022-7-26 19:0:0;4
2022-7-26 19:10:0;3
2022-7-26 19:20:0;1
2022-7-26 19:30:0;2
2022-7-26 2:0:0;7
2022-7-26 2:30:0;1
2022-7-26 20:0:0;3
2022-7-26 20:20:0;1
2022-7-26 20:30:0;3
2022-7-26 20:40:0;1
2022-7-26 20:50:0;2
2022-7-26 21:0:0;1
2022-7-26 21:10:0;2
2022-7-26 21:20:0;1
2022-7-26 21:21:0;1
2022-7-26 22:10:0;1
2022-7-26 22:30:0;1
2022-7-26 22:40:0;3
2022-7-26 22:50:0;1
2022-7-26 23:0:0;2
2022-7-26 23:10:0;2
2022-7-26 23:30:0;2
2022-7-26 23:50:0;1
2022-7-26 3:0:0;2
2022-7-26 3:30:0;1
2022-7-26 4:0:0;1
2022-7-26 4:20:0;1
2022-7-26 4:30:0;1
2022-7-26 4:40:0;2
2022-7-26 4:50:0;1
2022-7-26 5:10:0;1
2022-7-26 5:20:0;1
2022-7-26 5:30:0;2
2022-7-26 5:50:0;1
2022-7-26 6:0:0;3
2022-7-26 6:10:0;1
2022-7-26 6:20:0;4
2022-7-26 6:30:0;2
2022-7-26 6:40:0;8
2022-7-26 6:50:0;4
2022-7-26 7:0:0;8
2022-7-26 7:10:0;1
2022-7-26 7:20:0;4
2022-7-26 7:27:0;1
2022-7-26 7:30:0;5
2022-7-26 7:40:0;2
2022-7-26 7:50:0;2
2022-7-26 7:55:0;1
2022-7-26 8:0:0;9
2022-7-26 8:10:0;3
2022-7-26 8:20:0;6
2022-7-26 8:30:0;2
2022-7-26 8:40:0;4
2022-7-26 8:50:0;4
2022-7-26 9:0:0;8
2022-7-26 9:10:0;7
2022-7-26 9:20:0;2
2022-7-26 9:30:0;4
2022-7-26 9:40:0;2
2022-7-26 9:50:0;1
2022-7-27 0:0:0;1
2022-7-27 10:0:0;6
2022-7-27 10:10:0;4
2022-7-27 10:20:0;2
2022-7-27 10:30:0;4
2022-7-27 10:40:0;3
2022-7-27 10:50:0;3
2022-7-27 11:0:0;4
2022-7-27 11:10:0;3
2022-7-27 11:30:0;4
2022-7-27 11:40:0;1
2022-7-27 11:50:0;1
2022-7-27 11:52:0;1
2022-7-27 12:0:0;3
2022-7-27 12:10:0;5
2022-7-27 12:12:0;2
2022-7-27 12:20:0;1
2022-7-27 12:30:0;5
2022-7-27 12:40:0;2
2022-7-27 12:50:0;1
2022-7-27 12:9:0;1
2022-7-27 13:0:0;3
2022-7-27 13:10:0;2
2022-7-27 13:20:0;1
2022-7-27 13:30:0;4
2022-7-27 13:50:0;1
2022-7-27 14:0:0;4
2022-7-27 14:10:0;1
2022-7-27 14:30:0;3
2022-7-27 14:40:0;1
2022-7-27 14:50:0;1
2022-7-27 14:56:0;1
2022-7-27 15:0:0;6
2022-7-27 15:10:0;2
2022-7-27 15:15:0;1
2022-7-27 15:20:0;1
2022-7-27 15:30:0;5
2022-7-27 15:40:0;1
2022-7-27 15:47:0;1
2022-7-27 16:0:0;7
2022-7-27 16:1:0;1
2022-7-27 16:10:0;2
2022-7-27 16:30:0;6
2022-7-27 16:40:0;1
2022-7-27 16:50:0;1
2022-7-27 17:0:0;13
2022-7-27 17:10:0;4
2022-7-27 17:20:0;1
2022-7-27 17:30:0;7
2022-7-27 17:40:0;1
2022-7-27 18:0:0;20
2022-7-27 18:10:0;7
2022-7-27 18:20:0;2
2022-7-27 18:30:0;7
2022-7-27 18:40:0;1
2022-7-27 19:0:0;3
2022-7-27 19:10:0;2
2022-7-27 19:20:0;1
2022-7-27 19:30:0;2
2022-7-27 19:40:0;2
2022-7-27 2:0:0;7
2022-7-27 20:0:0;2
2022-7-27 20:10:0;1
2022-7-27 20:14:0;1
2022-7-27 20:30:0;1
2022-7-27 20:40:0;1
2022-7-27 20:50:0;1
2022-7-27 21:0:0;3
2022-7-27 21:10:0;1
2022-7-27 21:20:0;1
2022-7-27 21:30:0;1
2022-7-27 22:0:0;2
2022-7-27 22:10:0;1
2022-7-27 22:30:0;1
2022-7-27 23:0:0;3
2022-7-27 23:20:0;2
2022-7-27 23:30:0;2
2022-7-27 4:0:0;1
2022-7-27 4:30:0;1
2022-7-27 4:40:0;2
2022-7-27 4:50:0;1
2022-7-27 5:0:0;2
2022-7-27 5:10:0;1
2022-7-27 5:20:0;3
2022-7-27 5:30:0;1
2022-7-27 5:40:0;1
2022-7-27 6:0:0;4
2022-7-27 6:10:0;1
2022-7-27 6:20:0;3
2022-7-27 6:30:0;2
2022-7-27 6:40:0;5
2022-7-27 6:50:0;2
2022-7-27 7:0:0;3
2022-7-27 7:20:0;3
2022-7-27 7:30:0;9
2022-7-27 7:40:0;3
2022-7-27 7:50:0;5
2022-7-27 8:0:0;14
2022-7-27 8:10:0;4
2022-7-27 8:20:0;7
2022-7-27 8:30:0;3
2022-7-27 8:40:0;3
2022-7-27 8:50:0;2
2022-7-27 9:0:0;10
2022-7-27 9:10:0;1
2022-7-27 9:20:0;2
2022-7-27 9:30:0;7
2022-7-27 9:40:0;1
2022-7-27 9:50:0;1
2022-7-28 0:0:0;1
2022-7-28 0:10:0;1
2022-7-28 1:0:0;1
2022-7-28 10:0:0;6
2022-7-28 10:10:0;2
2022-7-28 10:20:0;1
2022-7-28 10:30:0;1
2022-7-28 10:40:0;1
2022-7-28 10:50:0;1
2022-7-28 11:0:0;2
2022-7-28 11:20:0;1
2022-7-28 11:29:0;1
2022-7-28 11:30:0;3
2022-7-28 11:40:0;1
2022-7-28 11:50:0;3
2022-7-28 12:0:0;3
2022-7-28 12:10:0;2
2022-7-28 12:20:0;2
2022-7-28 12:30:0;4
2022-7-28 12:40:0;1
2022-7-28 12:50:0;1
2022-7-28 13:0:0;2
2022-7-28 13:30:0;2
2022-7-28 13:40:0;2
2022-7-28 13:50:0;1
2022-7-28 14:0:0;6
2022-7-28 14:10:0;3
2022-7-28 14:20:0;3
2022-7-28 14:30:0;5
2022-7-28 15:0:0;4
2022-7-28 15:20:0;1
2022-7-28 15:30:0;1
2022-7-28 15:40:0;1
2022-7-28 16:0:0;10
2022-7-28 16:10:0;1
2022-7-28 16:30:0;3
2022-7-28 16:40:0;3
2022-7-28 17:0:0;10
2022-7-28 17:10:0;6
2022-7-28 17:20:0;4
2022-7-28 17:30:0;4
2022-7-28 17:40:0;2
2022-7-28 17:50:0;1
2022-7-28 18:0:0;17
2022-7-28 18:10:0;4
2022-7-28 18:30:0;4
2022-7-28 18:40:0;2
2022-7-28 19:0:0;3
2022-7-28 19:10:0;1
2022-7-28 19:20:0;1
2022-7-28 19:30:0;1
2022-7-28 2:0:0;10
2022-7-28 20:0:0;5
2022-7-28 20:30:0;2
2022-7-28 20:40:0;3
2022-7-28 21:0:0;4
2022-7-28 21:10:0;2
2022-7-28 21:20:0;1
2022-7-28 21:40:0;1
2022-7-28 22:0:0;2
2022-7-28 22:10:0;1
2022-7-28 22:30:0;2
2022-7-28 23:0:0;2
2022-7-28 23:10:0;1
2022-7-28 23:50:0;1
2022-7-28 4:30:0;2
2022-7-28 4:40:0;2
2022-7-28 4:50:0;1
2022-7-28 5:0:0;2
2022-7-28 5:10:0;1
2022-7-28 5:20:0;1
2022-7-28 5:30:0;4
2022-7-28 5:50:0;1
2022-7-28 6:0:0;5
2022-7-28 6:20:0;2
2022-7-28 6:30:0;1
2022-7-28 6:40:0;3
2022-7-28 7:0:0;4
2022-7-28 7:10:0;3
2022-7-28 7:20:0;2
2022-7-28 7:30:0;9
2022-7-28 7:40:0;5
2022-7-28 7:50:0;6
2022-7-28 8:0:0;11
2022-7-28 8:10:0;5
2022-7-28 8:30:0;8
2022-7-28 8:40:0;1
2022-7-28 8:50:0;1
2022-7-28 9:0:0;5
2022-7-28 9:10:0;4
2022-7-28 9:20:0;3
2022-7-28 9:30:0;3
2022-7-28 9:40:0;6
2022-7-28 9:50:0;1
2022-7-29 0:50:0;1
2022-7-29 1:0:0;1
2022-7-29 1:30:0;1
