FECHA;TIME;y
2022-07-26;10:50:00;1
2022-07-26;11:00:00;3
2022-07-26;11:10:00;1
2022-07-26;11:20:00;2
2022-07-26;11:30:00;1
2022-07-26;11:40:00;1
2022-07-26;12:00:00;1
2022-07-26;12:10:00;1
2022-07-26;12:20:00;2
2022-07-26;12:50:00;2
2022-07-26;13:00:00;2
2022-07-26;13:30:00;2
2022-07-26;13:40:00;1
2022-07-26;14:00:00;1
2022-07-26;14:50:00;4
2022-07-26;15:00:00;2
2022-07-26;15:30:00;3
2022-07-26;16:00:00;1
2022-07-26;16:20:00;1
2022-07-26;16:30:00;1
2022-07-26;16:40:00;1
2022-07-26;17:00:00;1
2022-07-26;17:10:00;2
2022-07-26;17:30:00;1
2022-07-26;17:40:00;1
2022-07-26;17:50:00;2
2022-07-26;18:30:00;1
2022-07-26;19:00:00;2
2022-07-26;19:10:00;1
2022-07-26;19:30:00;1
2022-07-26;20:00:00;1
2022-07-26;20:20:00;1
2022-07-26;20:30:00;2
2022-07-26;20:40:00;1
2022-07-26;21:20:00;1
2022-07-27;07:20:00;3
2022-07-27;07:50:00;2
2022-07-27;08:00:00;1
2022-07-27;08:20:00;1
2022-07-27;08:30:00;1
2022-07-27;08:40:00;3
2022-07-27;08:50:00;2
2022-07-27;09:00:00;3
2022-07-27;09:20:00;1
2022-07-27;09:30:00;2
2022-07-27;09:50:00;1
2022-07-27;10:00:00;2
2022-07-27;10:10:00;3
2022-07-27;10:20:00;2
2022-07-27;10:30:00;1
2022-07-27;10:40:00;2
2022-07-27;10:50:00;3
2022-07-27;11:10:00;2
2022-07-27;11:30:00;3
2022-07-27;11:40:00;1
2022-07-27;11:50:00;1
2022-07-27;12:00:00;1
2022-07-27;12:10:00;6
2022-07-27;12:30:00;2
2022-07-27;12:40:00;2
2022-07-27;13:10:00;1
2022-07-27;13:20:00;1
2022-07-27;13:30:00;1
2022-07-27;13:50:00;1
2022-07-27;14:40:00;1
2022-07-27;14:50:00;2
2022-07-27;15:10:00;2
2022-07-27;15:30:00;1
2022-07-27;15:40:00;2
2022-07-27;16:00:00;2
2022-07-27;16:30:00;1
2022-07-27;17:30:00;1
2022-07-27;17:40:00;1
2022-07-27;18:00:00;1
2022-07-27;18:10:00;2
2022-07-27;18:20:00;1
2022-07-27;18:40:00;1
2022-07-27;19:00:00;2
2022-07-27;19:30:00;2
2022-07-27;19:40:00;1
2022-07-27;20:00:00;2
2022-07-27;20:10:00;2
2022-07-28;07:40:00;3
2022-07-28;07:50:00;2
2022-07-28;08:00:00;1
2022-07-28;08:10:00;1
2022-07-28;08:30:00;1
2022-07-28;09:00:00;1
2022-07-28;09:10:00;4
2022-07-28;09:20:00;1
2022-07-28;09:40:00;3
2022-07-28;09:50:00;1
2022-07-28;10:00:00;2
2022-07-28;10:10:00;1
2022-07-28;10:20:00;1
2022-07-28;10:50:00;1
2022-07-28;11:20:00;2
2022-07-28;11:30:00;3
2022-07-28;11:40:00;1
2022-07-28;11:50:00;1
2022-07-28;12:20:00;1
2022-07-28;13:40:00;1
2022-07-28;14:10:00;1
2022-07-28;14:20:00;3
2022-07-28;14:30:00;1
2022-07-28;15:00:00;1
2022-07-28;16:00:00;1
2022-07-28;17:10:00;1
2022-07-28;17:40:00;1
2022-07-28;18:00:00;1
2022-07-28;18:10:00;1
2022-07-28;18:40:00;1
2022-07-28;19:10:00;1
2022-07-28;20:00:00;2
2022-07-29;07:20:00;1
2022-07-29;07:30:00;1
2022-07-29;07:40:00;1
2022-07-29;07:50:00;1
2022-07-29;08:10:00;2
2022-07-29;08:20:00;1
2022-07-29;08:30:00;1
2022-07-29;08:40:00;1
2022-07-29;08:50:00;1
2022-07-29;09:00:00;2
2022-07-29;09:20:00;3
2022-07-29;09:30:00;1
2022-07-29;09:40:00;2
2022-07-29;10:00:00;4
2022-07-29;10:10:00;4
2022-07-29;10:20:00;3
2022-07-29;10:50:00;3
2022-07-29;11:10:00;2
2022-07-29;11:20:00;1
2022-07-29;11:40:00;1
2022-07-29;12:20:00;1
2022-07-29;12:30:00;2
2022-07-29;12:40:00;7
2022-07-29;12:50:00;2
2022-07-29;13:40:00;1
2022-07-29;13:50:00;1
2022-07-29;14:00:00;1
2022-07-29;14:20:00;1
2022-07-29;14:40:00;2
2022-07-29;15:00:00;3
2022-07-29;16:00:00;1
2022-07-29;16:20:00;1
2022-07-29;16:30:00;1
2022-07-29;18:00:00;1
2022-07-29;18:10:00;1
2022-07-29;18:50:00;1
2022-07-30;00:50:00;1
2022-07-30;06:50:00;1
2022-07-30;07:00:00;1
2022-07-30;07:40:00;1
2022-07-30;08:00:00;2
2022-07-30;08:10:00;2
2022-07-30;08:50:00;1
2022-07-30;09:00:00;1
2022-07-30;09:20:00;1
2022-07-30;09:40:00;1
2022-07-30;09:50:00;1
2022-07-30;10:00:00;2
2022-07-30;10:20:00;1
2022-07-30;10:40:00;1
2022-07-30;10:50:00;2
2022-07-30;11:00:00;2
2022-07-30;11:20:00;1
2022-07-30;11:30:00;1
2022-07-30;11:40:00;2
2022-07-30;11:50:00;2
2022-07-30;12:10:00;1
2022-07-30;12:20:00;1
2022-07-30;12:30:00;3
2022-07-30;12:50:00;1
2022-07-30;13:00:00;1
2022-07-30;13:20:00;1
2022-07-30;14:30:00;1
2022-07-30;15:00:00;1
2022-07-30;15:20:00;2
2022-07-30;15:40:00;1
2022-07-30;16:10:00;1
2022-07-30;16:20:00;1
2022-07-30;16:30:00;2
2022-07-30;17:30:00;1
2022-07-30;18:00:00;1
2022-07-30;19:00:00;2
2022-07-30;19:30:00;1
2022-07-30;20:30:00;2
2022-07-30;22:00:00;2
